species,address,latitude,longitude
New Zealand Xmas Tree,66 Seal Rock Dr,37.7808163346832,-122.507367382602
Cherry Plum,1225 Taylor St,37.793837458489,-122.412978678424
New Zealand Xmas Tree,2142 Lyon St,37.7908195027582,-122.445994462587
Sycamore: London Plane,1126 Cole St,37.7638068309663,-122.449464772543
New Zealand Xmas Tree,1126 Shrader St,37.7644591255027,-122.451076554304
Sycamore: London Plane,830 Stanyan St,37.7670199970404,-122.453015424485
Brisbane Box,19 Beulah St,37.7675645727548,-122.45055385809
Brisbane Box,131 Carl St,37.7656157307588,-122.450836001687
Brisbane Box,159 Parnassus Ave,37.7645795568342,-122.451451968004
Brisbane Box,55 Grattan St,37.7640327153601,-122.448986388528
Cherry Plum,252 Alma St,37.7629323867391,-122.451876772511
Sycamore: London Plane,650 Hayes St,37.7764288886158,-122.427129149284
Sycamore: London Plane,680 Hayes St,37.7763727259597,-122.427556018821
Sycamore: London Plane,656 Hayes St,37.7764147009172,-122.427232199913
Sycamore: London Plane,672 Hayes St,37.776380916093,-122.427488664986
Sycamore: London Plane,662 Hayes St,37.7764106062948,-122.427290486771
Sycamore: London Plane,668 Hayes St,37.7763911539517,-122.427399290368
Sycamore: London Plane,644 Hayes St,37.7764321054866,-122.42706251763
Sycamore: London Plane,688 Hayes St,37.7763614637546,-122.427659641397
Cherry Plum,2071 Union St,37.7973037741068,-122.433305717496
Sycamore: London Plane,626 Hayes St,37.7764689624137,-122.426803462526
New Zealand Xmas Tree,486 Oxford St,37.7239116062241,-122.418536296213
New Zealand Xmas Tree,2436 Clement St,37.7820776655281,-122.485281612109
New Zealand Xmas Tree,2214 33rd Ave,37.7457553900685,-122.490850059877
New Zealand Xmas Tree,105 Escolta Way,37.737575804237,-122.488290524471
New Zealand Xmas Tree,2685 30th Ave,37.7373768499032,-122.48759229388
New Zealand Xmas Tree,1185 Rhode Island St,37.7549871030883,-122.401535514949
Sycamore: London Plane,2200 23rd St,37.7546300362643,-122.40175999204
Sycamore: London Plane,1155 Rhode Island St,37.7551942592285,-122.401549523707
Sycamore: London Plane,2x CEDAR ST,37.7866762582357,-122.418340995132
Sycamore: London Plane,1167 Rhode Island St,37.7550682111553,-122.401535514966
Sycamore: London Plane,180 10th Ave,37.7850022684255,-122.46877726511
New Zealand Xmas Tree,830 35th Ave,37.7733066696335,-122.494913006057
New Zealand Xmas Tree,1226 21st Ave,37.764810035724,-122.47927603461
New Zealand Xmas Tree,2435 Gough St,37.7957995012986,-122.426876290532
Swamp Myrtle,1504 Waller St,37.7689072283708,-122.44852749406
Sycamore: London Plane,2611 Filbert St,37.7970501120268,-122.442850465993
New Zealand Xmas Tree,6950 Geary Blvd,37.7797913413401,-122.494123510906
New Zealand Xmas Tree,250 Arleta Ave,37.7142553893523,-122.407876041144
Cherry Plum,1345 Rhode Island St,37.7527092795198,-122.401336753988
Cherry Plum,1354 Rhode Island St,37.7525529728507,-122.401514142577
New Zealand Xmas Tree,563 04th Ave,37.7781448286879,-122.462016516204
New Zealand Xmas Tree,523 04th Ave,37.7787231313426,-122.462052764129
New Zealand Xmas Tree,507 04th Ave,37.7789289843492,-122.462072230625
New Zealand Xmas Tree,506 04th Ave,37.7789984865585,-122.461905759301
New Zealand Xmas Tree,445 02nd Ave,37.7802827019082,-122.460008327901
New Zealand Xmas Tree,209 03rd Ave,37.7845877849513,-122.461406537674
New Zealand Xmas Tree,270 03rd Ave,37.7836225481699,-122.461166617418
New Zealand Xmas Tree,256 03rd Ave,37.7838563096952,-122.461184769673
Sycamore: London Plane,1161 Rhode Island St,37.7551308003499,-122.401551753128
New Zealand Xmas Tree,248 03rd Ave,37.7840093371706,-122.46119544794
New Zealand Xmas Tree,205 03rd Ave,37.7847728312912,-122.461414045778
New Zealand Xmas Tree,225 03rd Ave,37.7840833556389,-122.461368992563
New Zealand Xmas Tree,531 02nd Ave,37.7786544567514,-122.459897767742
Cherry Plum,535 02nd Ave,37.7786107646371,-122.459898689396
New Zealand Xmas Tree,590 03rd Ave,37.7776124415586,-122.460734316672
New Zealand Xmas Tree,530 03rd Ave,37.7786113944275,-122.460803527373
New Zealand Xmas Tree,534 03rd Ave,37.7785677136497,-122.46080094559
New Zealand Xmas Tree,581 03rd Ave,37.7777961953883,-122.460910102602
Sycamore: London Plane,701 Shotwell St,37.7571898548657,-122.415531931312
Sycamore: London Plane,705 Shotwell St,37.757128532305,-122.415526064003
Sycamore: London Plane,733 Shotwell St,37.7566992743541,-122.415484993109
Sycamore: London Plane,4447 23rd St,37.7523713644338,-122.441591091807
New Zealand Xmas Tree,4449 23rd St,37.7523690952753,-122.44162468604
Brisbane Box,730 Cabrillo St,37.7753250139512,-122.466556926834
Brisbane Box,755 08th Ave,37.7742404202162,-122.466008505371
Sycamore: London Plane,1108 Balboa St,37.7770094950493,-122.470689876928
Sycamore: London Plane,754 10th Ave,37.7741423550378,-122.467970831082
New Zealand Xmas Tree,454 09th Ave,37.7799223352542,-122.46734996407
Sycamore: London Plane,539 12th Ave,37.7780388988532,-122.47059300173
Cherry Plum,716 08th Ave,37.7748833764641,-122.465909672698
Cherry Plum,659 09th Ave,37.7759556416123,-122.467220095508
Brisbane Box,926 Cabrillo St,37.7752285932752,-122.468655111063
Brisbane Box,3522 Fulton St,37.7733109399642,-122.46958819025
New Zealand Xmas Tree,69 Lupine Ave,37.7842549502868,-122.447956289278
New Zealand Xmas Tree,427 Spruce St,37.7869093961873,-122.45358340516
Brisbane Box,272 09th St,37.7740564365968,-122.41214796835
New Zealand Xmas Tree,77 Lupine Ave,37.7840590298092,-122.447914253596
Brisbane Box,1425 Cole St,37.7614295058123,-122.449167188205
Sycamore: London Plane,580 Folsom St,37.7858323661332,-122.3964651772
Sycamore: London Plane,2821 Union St,37.7957064313716,-122.445887718459
New Zealand Xmas Tree,1221 27th Ave,37.764564519847,-122.485867059695
New Zealand Xmas Tree,101 Maple St,37.7896513697642,-122.455831203074
New Zealand Xmas Tree,1345 Noriega St,37.7540707362125,-122.478437450711
Sycamore: London Plane,316 06th St,37.7781860074155,-122.405389564093
New Zealand Xmas Tree,140 Julian Ave,37.7659226808632,-122.421082050532
Sycamore: London Plane,2500 Filbert St,37.7974351639686,-122.440782164669
New Zealand Xmas Tree,2125 Bush St,37.7870091818806,-122.432968631522
Sycamore: London Plane,2025 Van Ness Ave,37.7941256085394,-122.423283615739
Sycamore: London Plane,955 Noe St,37.7537422304515,-122.432002254548
Sycamore: London Plane,895 Noe St,37.7547191980802,-122.432096087341
Brisbane Box,667 Andover St,37.7352522623528,-122.416700897177
Brisbane Box,643 Andover St,37.7355129334212,-122.416677584912
Sycamore: London Plane,515 Andover St,37.736928657886,-122.416550971645
New Zealand Xmas Tree,185 Seal Rock Dr,37.7805712485973,-122.509547375915
New Zealand Xmas Tree,127 Seal Rock Dr,37.780623172919,-122.508441791304
New Zealand Xmas Tree,1270 Pine St,37.7901832135374,-122.416677085482
Cherry Plum,3161 Washington St,37.7901271605955,-122.445355723605
Cherry Plum,3169 Washington St,37.7901157113065,-122.44539757625
Sycamore: London Plane,3135 Washington St,37.7901748642281,-122.444973410102
New Zealand Xmas Tree,3835 Jackson St,37.7894068033606,-122.458181822041
New Zealand Xmas Tree,704 Douglass St,37.7525365538113,-122.438709116826
