tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude,geometry
135978,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,99 Fern St,1.0,Sidewalk: Curb side : Cutout,DPW,2009-11-01,4.0,Width 4ft,37.7882128537759,-122.420019889812,POINT (-122.420019889812 37.7882128537759)
45304,Permitted Site,Tree(s) ::,955 Union St,1.0,Sidewalk: Curb side : Cutout,Private,2001-06-14,,,37.799630169034,-122.415086965332,POINT (-122.415086965332 37.799630169034)
46173,Permitted Site,Prunus serrulata :: Ornamental Cherry,40 Hillway Ave,1.0,Sidewalk: Curb side : Cutout,Private,2001-12-28,,,37.7644875191721,-122.456633416718,POINT (-122.456633416718 37.7644875191721)
59429,Permitted Site,Tree(s) ::,3068 Castro St,1.0,Sidewalk: Curb side : Cutout,Private,1980-12-03,,,37.7352704644756,-122.432572348155,POINT (-122.432572348155 37.7352704644756)
30394,Permitted Site,Pittosporum undulatum :: Victorian Box,2800 Turk St,13.0,Sidewalk: Curb side : Cutout,Private,1956-03-09,,,37.7781192320704,-122.451583952943,POINT (-122.451583952943 37.7781192320704)
25655,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,450X The Embarcadero,8.0,Sidewalk: Curb side : Cutout,Port,2000-12-18,12.0,4X4,37.7988916345337,-122.397095919657,POINT (-122.397095919657 37.7988916345337)
69028,Permitted Site,Tree(s) ::,1780 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,1994-01-06,,,37.7549035040587,-122.397512235425,POINT (-122.397512235425 37.7549035040587)
53292,Permitted Site,Tree(s) ::,250 Front St,1.0,Sidewalk: Curb side : Cutout,Private,1969-08-05,,,37.7939618398358,-122.398813354815,POINT (-122.398813354815 37.7939618398358)
43253,Permitted Site,Ginkgo biloba :: Maidenhair Tree,300 Wayland St,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-12,,,37.725975536375,-122.405143681375,POINT (-122.405143681375 37.725975536375)
37368,Permitted Site,Melaleuca quinquenervia :: Cajeput,755 Morse St,2.0,Sidewalk: Curb side : Cutout,Private,1999-03-13,5.0,3x3,37.7105564274343,-122.447325069993,POINT (-122.447325069993 37.7105564274343)
